nazwa,komenda
Lynx Armor schematic,additem('Lynx Armor schematic')
Lynx School Crossbow schematic,additem('Lynx School Crossbow schematic')
Lynx School silver sword schematic,additem('Lynx School silver sword schematic')
Lynx School silver sword Upgrade schematic 1,additem('Lynx School silver sword Upgrade schematic 1')
Lynx School steel sword schematic,additem('Lynx School steel sword schematic')
Medium Armor 1 schematic,additem('Medium Armor 1 schematic')
Medium Armor 2 schematic,additem('Medium Armor 2 schematic')
Medium Armor 3 schematic,additem('Medium Armor 3 schematic')
Medium Armor 4 schematic,additem('Medium Armor 4 schematic')
Meteorite ingot schematic,additem('Meteorite ingot schematic')
Meteorite silver ingot schematic,additem('Meteorite silver ingot schematic')
Negotiator schematic,additem('Negotiator schematic')
Pants 2 schematic,additem('Pants 2 schematic')
Relic Heavy 3 schematic,additem('Relic Heavy 3 schematic')
Resin schematic,additem('Resin schematic')
Rune stribog lesser schematic,additem('Rune stribog lesser schematic')
Runestone greater schematic,additem('Runestone greater schematic')
Runestone lesser schematic,additem('Runestone lesser schematic')
Silk schematic,additem('Silk schematic')
Silver ingot schematic,additem('Silver ingot schematic')
Silver ingot schematic 1,additem('Silver ingot schematic 1')
Silver ore schematic,additem('Silver ore schematic')
Silver plate schematic,additem('Silver plate schematic')
Skellige sword 1 schematic,additem('Skellige sword 1 schematic')
Smithing tools dwarven schematic,additem('Smithing tools dwarven schematic')
Smithing tools elven schematic,additem('Smithing tools elven schematic')
Smithing tools gnomish schematic,additem('Smithing tools gnomish schematic')
Smithing tools schematic,additem('Smithing tools schematic')
Starting Armor Upgrade schematic 1,additem('Starting Armor Upgrade schematic 1')
Steel ingot schematic,additem('Steel ingot schematic')
Steel ingot schematic 1,additem('Steel ingot schematic 1')
Steel plate schematic,additem('Steel plate schematic')
String schematic,additem('String schematic')
Thread schematic,additem('Thread schematic')
Thyssen Armor schematic,additem('Thyssen Armor schematic')
Viper Silver sword schematic,additem('Viper Silver sword schematic')
WeaponRepairKit_1 schematic,additem('WeaponRepairKit_1 schematic')
WeaponRepairKit_2 schematic,additem('WeaponRepairKit_2 schematic')
WeaponRepairKit_3 schematic,additem('WeaponRepairKit_3 schematic')
Weeper schematic,additem('Weeper schematic')
Whetstone dwarven schematic,additem('Whetstone dwarven schematic')
Whetstone elven schematic,additem('Whetstone elven schematic')
Whetstone gnomish schematic,additem('Whetstone gnomish schematic')
Witcher Bear Boots Upgrade schematic 2,additem('Witcher Bear Boots Upgrade schematic 2')
Witcher Bear Boots Upgrade schematic 3,additem('Witcher Bear Boots Upgrade schematic 3')
Witcher Bear Gloves Upgrade schematic 1,additem('Witcher Bear Gloves Upgrade schematic 1')
Witcher Bear Gloves Upgrade schematic 2,additem('Witcher Bear Gloves Upgrade schematic 2')
Witcher Bear Gloves Upgrade schematic 3,additem('Witcher Bear Gloves Upgrade schematic 3')
Witcher Bear Pants Upgrade schematic 2,additem('Witcher Bear Pants Upgrade schematic 2')
Witcher Bear Pants Upgrade schematic 3,additem('Witcher Bear Pants Upgrade schematic 3')
Witcher Gryphon Boots Upgrade schematic 2,additem('Witcher Gryphon Boots Upgrade schematic 2')
Witcher Gryphon Boots Upgrade schematic 3,additem('Witcher Gryphon Boots Upgrade schematic 3')
Witcher Gryphon Gloves Upgrade schematic 2,additem('Witcher Gryphon Gloves Upgrade schematic 2')
Witcher Gryphon Gloves Upgrade schematic 3,additem('Witcher Gryphon Gloves Upgrade schematic 3')
Witcher Gryphon Pants Upgrade schematic 3,additem('Witcher Gryphon Pants Upgrade schematic 3')
Witcher Lynx Boots Upgrade schematic 2,additem('Witcher Lynx Boots Upgrade schematic 2')
Witcher Lynx Boots Upgrade schematic 3,additem('Witcher Lynx Boots Upgrade schematic 3')
Witcher Lynx Gloves Upgrade schematic 2,additem('Witcher Lynx Gloves Upgrade schematic 2')
Witcher Lynx Gloves Upgrade schematic 3,additem('Witcher Lynx Gloves Upgrade schematic 3')
Witcher Lynx Pants Upgrade schematic 2,additem('Witcher Lynx Pants Upgrade schematic 2')
Witcher Lynx Pants Upgrade schematic 3,additem('Witcher Lynx Pants Upgrade schematic 3')
gwint_card_archer_support,additem('gwint_card_archer_support')
gwint_card_assire,additem('gwint_card_assire')
gwint_card_avallach,additem('gwint_card_avallach')
gwint_card_ballista,additem('gwint_card_ballista')
gwint_card_ballista_officer,additem('gwint_card_ballista_officer')
gwint_card_barclay,additem('gwint_card_barclay')
gwint_card_black_archer2,additem('gwint_card_black_archer2')
gwint_card_blue_stripes2,additem('gwint_card_blue_stripes2')
gwint_card_blue_stripes3,additem('gwint_card_blue_stripes3')
gwint_card_ciaran,additem('gwint_card_ciaran')
gwint_card_crone_brewess,additem('gwint_card_crone_brewess')
gwint_card_crone_weavess,additem('gwint_card_crone_weavess')
gwint_card_crone_whispess,additem('gwint_card_crone_whispess')
gwint_card_dennis,additem('gwint_card_dennis')
gwint_card_dol_infantry2,additem('gwint_card_dol_infantry2')
gwint_card_dun_banner_medic,additem('gwint_card_dun_banner_medic')
gwint_card_elf_skirmisher,additem('gwint_card_elf_skirmisher')
gwint_card_elf_skirmisher2,additem('gwint_card_elf_skirmisher2')
gwint_card_emhyr_bronze,additem('gwint_card_emhyr_bronze')
gwint_card_emhyr_copper,additem('gwint_card_emhyr_copper')
gwint_card_emhyr_gold,additem('gwint_card_emhyr_gold')
gwint_card_emhyr_silver,additem('gwint_card_emhyr_silver')
gwint_card_eredin_bronze,additem('gwint_card_eredin_bronze')
gwint_card_eredin_copper,additem('gwint_card_eredin_copper')
gwint_card_eredin_gold,additem('gwint_card_eredin_gold')
gwint_card_eredin_silver,additem('gwint_card_eredin_silver')
gwint_card_filavandrel,additem('gwint_card_filavandrel')
gwint_card_fleder,additem('gwint_card_fleder')
gwint_card_foltest_bronze,additem('gwint_card_foltest_bronze')
gwint_card_foltest_copper,additem('gwint_card_foltest_copper')
gwint_card_foltest_gold,additem('gwint_card_foltest_gold')
gwint_card_foltest_silver,additem('gwint_card_foltest_silver')
gwint_card_francesca_bronze,additem('gwint_card_francesca_bronze')
gwint_card_francesca_copper,additem('gwint_card_francesca_copper')
gwint_card_francesca_gold,additem('gwint_card_francesca_gold')
gwint_card_francesca_silver,additem('gwint_card_francesca_silver')
gwint_card_havekar_support3,additem('gwint_card_havekar_support3')
gwint_card_ice_giant,additem('gwint_card_ice_giant')
gwint_card_ida,additem('gwint_card_ida')
gwint_card_iorveth,additem('gwint_card_iorveth')
gwint_card_isengrim,additem('gwint_card_isengrim')
gwint_card_kaedwen,additem('gwint_card_kaedwen')
gwint_card_kaedwen2,additem('gwint_card_kaedwen2')
gwint_card_mahakam,additem('gwint_card_mahakam')
gwint_card_mahakam2,additem('gwint_card_mahakam2')
gwint_card_milva,additem('gwint_card_milva')
gwint_card_morteisen,additem('gwint_card_morteisen')
gwint_card_nausicaa,additem('gwint_card_nausicaa')
gwint_card_poor_infantry,additem('gwint_card_poor_infantry')
gwint_card_rain,additem('gwint_card_rain')
gwint_card_rainfarn,additem('gwint_card_rainfarn')
gwint_card_renuald,additem('gwint_card_renuald')
gwint_card_riordain,additem('gwint_card_riordain')
gwint_card_rotten,additem('gwint_card_rotten')
gwint_card_siegfried,additem('gwint_card_siegfried')
gwint_card_stennis,additem('gwint_card_stennis')
gwint_card_triss,additem('gwint_card_triss')
gwint_card_vrihedd_brigade,additem('gwint_card_vrihedd_brigade')
gwint_card_witch_hunters,additem('gwint_card_witch_hunters')
Armor maintenance,additem('Armor maintenance')
Beasts vol 1,additem('Beasts vol 1')
Beasts vol 2,additem('Beasts vol 2')
br201_notice,additem('br201_notice')
br202_notice,additem('br202_notice')
br301_notice,additem('br301_notice')
br302_notice,additem('br302_notice')
cg_notice_sq306_maverick,additem('cg_notice_sq306_maverick')
Cursed Monsters vol 1,additem('Cursed Monsters vol 1')
Cursed Monsters vol 2,additem('Cursed Monsters vol 2')
Draconides vol 1,additem('Draconides vol 1')
Draconides vol 2,additem('Draconides vol 2')
ff100_notice,additem('ff100_notice')
ff200_notice,additem('ff200_notice')
ff300_notice,additem('ff300_notice')
flotsam_experiment,additem('flotsam_experiment')
gp_prologue_bandit_note01,additem('gp_prologue_bandit_note01')
gp_prologue_bandit_note02,additem('gp_prologue_bandit_note02')
gp_prologue_bandit_note03,additem('gp_prologue_bandit_note03')
gp_prologue_cultist_note01,additem('gp_prologue_cultist_note01')
gp_prologue_cultist_note02,additem('gp_prologue_cultist_note02')
hr101_notice,additem('hr101_notice')
hr200_notice,additem('hr200_notice')
Hybrid Monsters vol 1,additem('Hybrid Monsters vol 1')
Hybrid Monsters vol 2,additem('Hybrid Monsters vol 2')
Insectoids vol 1,additem('Insectoids vol 1')
Insectoids vol 2,additem('Insectoids vol 2')
item_name_mq1051_contract,additem('item_name_mq1051_contract')
item_name_mq2052_contract,additem('item_name_mq2052_contract')
item_name_mq3031_notice,additem('item_name_mq3031_notice')
item_name_sq201_werewolf_contract,additem('item_name_sq201_werewolf_contract')
item_name_sq210_notice,additem('item_name_sq210_notice')
lore_about_the_fourth_witch,additem('lore_about_the_fourth_witch')
lore_aleksanders_notes,additem('lore_aleksanders_notes')
lore_brother_adalbert_bestiary,additem('lore_brother_adalbert_bestiary')
lore_inteligence_report_about_ciri,additem('lore_inteligence_report_about_ciri')
lore_journals_from_urskar_1,additem('lore_journals_from_urskar_1')
lore_journals_from_urskar_2,additem('lore_journals_from_urskar_2')
lore_journals_from_urskar_3,additem('lore_journals_from_urskar_3')
lore_journals_from_urskar_4,additem('lore_journals_from_urskar_4')
lore_journals_from_urskar_5,additem('lore_journals_from_urskar_5')
lore_journals_from_urskar_6,additem('lore_journals_from_urskar_6')
lore_journals_from_urskar_7,additem('lore_journals_from_urskar_7')
lore_nilfgaardian_transport_orders,additem('lore_nilfgaardian_transport_orders')
lore_polymorphism,additem('lore_polymorphism')
lore_popiels_journal,additem('lore_popiels_journal')
lore_unfinished_war_annals,additem('lore_unfinished_war_annals')
lore_yennefer_journals,additem('lore_yennefer_journals')
lw_cb17_bandits_note,additem('lw_cb17_bandits_note')
lw_cp13_bandit_note,additem('lw_cp13_bandit_note')
lw_cp13_refugee_note,additem('lw_cp13_refugee_note')
lw_cp14_child_note,additem('lw_cp14_child_note')
lw_cp33_treasure_note,additem('lw_cp33_treasure_note')
lw_cp39_captains_log,additem('lw_cp39_captains_log')
lw_gr12_ferry_man_note,additem('lw_gr12_ferry_man_note')
lw_mp4_merchant_note,additem('lw_mp4_merchant_note')
lw_prologue_fallen_soldier_letter01,additem('lw_prologue_fallen_soldier_letter01')
lw_sb12_pirate_note,additem('lw_sb12_pirate_note')
lw_sb14_fisherman_letter,additem('lw_sb14_fisherman_letter')
lw_sb2_sunken_ships_note,additem('lw_sb2_sunken_ships_note')
lw_sb3_camps_note,additem('lw_sb3_camps_note')
lw_sb5_giggler_leader_note,additem('lw_sb5_giggler_leader_note')
lw_sk16_village_note,additem('lw_sk16_village_note')
lw_sk25_blood_countess_note,additem('lw_sk25_blood_countess_note')
lw_sk32_note,additem('lw_sk32_note')
lw_sk38_treasure_note,additem('lw_sk38_treasure_note')
lw_sk4_note,additem('lw_sk4_note')
lw_sk41_prison_island_note,additem('lw_sk41_prison_island_note')
lw_sk42_treasure_note,additem('lw_sk42_treasure_note')
lw_sk86_guards_note,additem('lw_sk86_guards_note')
lw_tm_underwater_dungeon_note,additem('lw_tm_underwater_dungeon_note')
lw_tm5_villager_note,additem('lw_tm5_villager_note')
Magical Monsters vol 1,additem('Magical Monsters vol 1')
Magical Monsters vol 2,additem('Magical Monsters vol 2')
mh102_contract,additem('mh102_contract')
mh108_contract,additem('mh108_contract')
mh201_contract,additem('mh201_contract')
mh202_contract,additem('mh202_contract')
mh203_contract,additem('mh203_contract')
mh206_contract,additem('mh206_contract')
mh207_contract,additem('mh207_contract')
mh210_contract,additem('mh210_contract')
mh301_contract,additem('mh301_contract')
mh303_contract,additem('mh303_contract')
mh306_contract,additem('mh306_contract')
mh307_contract,additem('mh307_contract')
mh308_contract,additem('mh308_contract')
mq0001_contract,additem('mq0001_contract')
mq0003_contract,additem('mq0003_contract')
mq1002_3012_notice,additem('mq1002_3012_notice')
mq1006_notice,additem('mq1006_notice')
mq1011_notice,additem('mq1011_notice')
mq1013_notice,additem('mq1013_notice')
mq1016_notice,additem('mq1016_notice')
mq1022_notice,additem('mq1022_notice')
mq1043_notice,additem('mq1043_notice')
mq1050_notice,additem('mq1050_notice')
mq2001_notice_board_holmstein,additem('mq2001_notice_board_holmstein')
mq2001_notice_board_kaer_trolde,additem('mq2001_notice_board_kaer_trolde')
Necrophage vol 1,additem('Necrophage vol 1')
Necrophage vol 2,additem('Necrophage vol 2')
Nilfgard arms and tactics,additem('Nilfgard arms and tactics')
Norther Kingdoms arms and tactics,additem('Norther Kingdoms arms and tactics')
Ogres vol 1,additem('Ogres vol 1')
Ogres vol 2,additem('Ogres vol 2')
poi_bandit_camp_3_note,additem('poi_bandit_camp_3_note')
poi_telescope_note,additem('poi_telescope_note')
poi_temerian_treasure_note,additem('poi_temerian_treasure_note')
Relict Monsters vol 1,additem('Relict Monsters vol 1')
Relict Monsters vol 2,additem('Relict Monsters vol 2')
sk48_splintered_ships_note,additem('sk48_splintered_ships_note')
Skelige arms and tactics,additem('Skelige arms and tactics')
Specters vol 1,additem('Specters vol 1')
Specters vol 2,additem('Specters vol 2')
sq102_contract,additem('sq102_contract')
sq104_werewolf,additem('sq104_werewolf')
sq106_name_ekimma_contract,additem('sq106_name_ekimma_contract')
sq108_griffon_contract,additem('sq108_griffon_contract')
sq204_forest_spirit_contract,additem('sq204_forest_spirit_contract')
sq305_notice,additem('sq305_notice')
Theatre Glossary vol 1,additem('Theatre Glossary vol 1')
Vampires vol 1,additem('Vampires vol 1')
Vampires vol 2,additem('Vampires vol 2')
Weapon maintenance,additem('Weapon maintenance')
mh103_killers_knife,additem('mh103_killers_knife')
mh107_fiend_dung,additem('mh107_fiend_dung')
mh301_merc_contract,additem('mh301_merc_contract')
mh306_mages_journal,additem('mh306_mages_journal')
mh306_tenant_journal,additem('mh306_tenant_journal')
mh308_dagger,additem('mh308_dagger')
mq0003_ornate_bracelet,additem('mq0003_ornate_bracelet')
mq0004_frying_pan,additem('mq0004_frying_pan')
mq1001_locker_key,additem('mq1001_locker_key')
mq1002_artifact_2,additem('mq1002_artifact_2')
mq1002_artifact_3,additem('mq1002_artifact_3')
mq1022_paint,additem('mq1022_paint')
mq1028_muggs_papers,additem('mq1028_muggs_papers')
mq1051_spyglass,additem('mq1051_spyglass')
mq1053_report,additem('mq1053_report')
mq1053_skull,additem('mq1053_skull')
mq2001_kuilu,additem('mq2001_kuilu')
mq2002_sword,additem('mq2002_sword')
mq2006_key_2,additem('mq2006_key_2')
mq2018_lugos_note,additem('mq2018_lugos_note')
mq2033_tp_stone,additem('mq2033_tp_stone')
mq2038_headsman_sword,additem('mq2038_headsman_sword')
mq2043_conviction_token,additem('mq2043_conviction_token')
mq2048_ships_logbook,additem('mq2048_ships_logbook')
mq3012_noble_statuette,additem('mq3012_noble_statuette')
mq3031_mother_of_pearl,additem('mq3031_mother_of_pearl')
mq3032_leather_boots,additem('mq3032_leather_boots')
mq3035_philppa_ring,additem('mq3035_philppa_ring')
mq4001_book,additem('mq4001_book')
mq4002_note,additem('mq4002_note')
mq4003_husband_ring,additem('mq4003_husband_ring')
q001_bedroom_key,additem('q001_bedroom_key')
q001_crystal_skull,additem('q001_crystal_skull')
q001_letter_from_yenn,additem('q001_letter_from_yenn')
q002_yenn_notes_about_ciri,additem('q002_yenn_notes_about_ciri')
q101_candle_instruction,additem('q101_candle_instruction')
q103_baron_dagger,additem('q103_baron_dagger')
q103_letter_from_graden_1,additem('q103_letter_from_graden_1')
q103_love_letter,additem('q103_love_letter')
q103_nilfgaardian_demand,additem('q103_nilfgaardian_demand')
q103_spinning_top,additem('q103_spinning_top')
q104_avallach_notes,additem('q104_avallach_notes')
q104_eye_ink_recipe,additem('q104_eye_ink_recipe')
q105_book_about_witches,additem('q105_book_about_witches')
q105_marabella_receptions,additem('q105_marabella_receptions')
q105_soltis_ear,additem('q105_soltis_ear')
q106_alexander_notes_01,additem('q106_alexander_notes_01')
q106_alexander_notes_03,additem('q106_alexander_notes_03')
q106_alexander_notes_04,additem('q106_alexander_notes_04')
q109_popiels_formula,additem('q109_popiels_formula')
q110_bill_of_exchange,additem('q110_bill_of_exchange')
q111_imlerith_acorn,additem('q111_imlerith_acorn')
q201_criminal,additem('q201_criminal')
q201_wild_hunt_book,additem('q201_wild_hunt_book')
q201_yen_journal_1,additem('q201_yen_journal_1')
q202_nails,additem('q202_nails')
q203_broken_eyeofloki,additem('q203_broken_eyeofloki')
q205_gaelnos_root,additem('q205_gaelnos_root')
q206_arits_letter,additem('q206_arits_letter')
q210_letter_for_emhyr,additem('q210_letter_for_emhyr')
q301_drawing_oven,additem('q301_drawing_oven')
q302_casino_register,additem('q302_casino_register')
q302_rico_thugs_notes,additem('q302_rico_thugs_notes')
q302_roche_report,additem('q302_roche_report')
q302_whoreson_letter_to_radowid,additem('q302_whoreson_letter_to_radowid')
q302_zdenek_contract,additem('q302_zdenek_contract')
q303_dudus_briefing,additem('q303_dudus_briefing')
q303_marked_bible,additem('q303_marked_bible')
q304_letter_1,additem('q304_letter_1')
q304_letter_3,additem('q304_letter_3')
q308_vg_ethanol,additem('q308_vg_ethanol')
q309_three_keys_combined,additem('q309_three_keys_combined')
q310_backdoor_key,additem('q310_backdoor_key')
q311_aen_elle_notes,additem('q311_aen_elle_notes')
q401_bread,additem('q401_bread')
q401_cheese,additem('q401_cheese')
q401_trial_key_ingredient_a,additem('q401_trial_key_ingredient_a')
q401_trial_key_ingredient_c,additem('q401_trial_key_ingredient_c')
q401_triss_earring,additem('q401_triss_earring')
q504_fish,additem('q504_fish')
quest_test_ring,additem('quest_test_ring')
scrambled_eggs,additem('scrambled_eggs')
sq101_letter_from_keira,additem('sq101_letter_from_keira')
sq101_safe_goods,additem('sq101_safe_goods')
sq106_hammond_whereabouts,additem('sq106_hammond_whereabouts')
sq107_vault_key,additem('sq107_vault_key')
